depcom,ncc,nccenr,depcom_pole
79272,SAINT-MARSAULT,Saint-Marsault,79123
79275,SAINT-MARTIN-D'ENTRAIGUES,Saint-Martin-d'Entraigues,79122
79287,SAINTE-PEZENNE,Sainte-Pezenne,79191
79288,SAINT-PIERRE-A-CHAMP,Saint-Pierre-à-Champ,79063
79291,SAINT-PORCHAIRE,Saint-Porchaire,79049
79296,SAINT-SAUVEUR,Saint-Sauveur,79049
79305,SANZAY,Sanzay,79013
79315,SOUCHE,Souché,79191
79317,SOULIEVRES,Soulièvres,79005
79323,LE TEMPLE,Le Temple,79079
79324,TERVES,Terves,79049
79327,THORIGNE,Thorigné,79185
79333,ULCOT,Ulcot,79013
79344,VERRINES-SOUS-CELLES,Verrines-sous-Celles,79061
79353,VITRE,Vitré,79030
79356,VOULTEGON,Voultegon,79242
80007,AGNIERES,Agnières,80436
80012,AINVAL-SEPTOUTRE,Ainval-Septoutre,80390
80072,BEAUVOIR-RIVIERE,Beauvoir-Rivière,62881
80075,BECQUINCOURT,Becquincourt,80247
80091,BERNY-SUR-NOYE,Berny-sur-Noye,80010
80111,BOISRAULT,Boisrault,80443
80178,CASTEL,Castel,80570
80254,DRESLINCOURT,Dreslincourt,80230
80255,DREUIL-HAMEL,Dreuil-Hamel,80013
80257,DREUIL-LES-MOLLIENS,Dreuil-lès-Molliens,80554
80277,ERAMECOURT,Éramecourt,80276
80286,ESTOUILLY,Estouilly,80410
80289,ESTREES-EN-CHAUSSEE,Estrées-en-Chaussée,80557
80309,FIEFFES,Fieffes,80566
80323,FONCHETTE,Fonchette,80322
80363,FRETTEMOLLE,Frettemolle,80436
80370,FROHEN-LE-PETIT,Frohen-le-Petit,80369
80382,GOUY-L'HOPITAL,Gouy-l'Hôpital,80443
80394,GUEMICOURT,Guémicourt,80703
80398,GUIBERMESNIL,Guibermesnil,80456
80441,HOCQUINCOURT,Hocquincourt,80406
80447,HYENCOURT-LE-GRAND,Hyencourt-le-Grand,80621
80448,HYENCOURT-LE-PETIT,Hyencourt-le-Petit,80621
80454,LABOISSIERE-SAINT-MARTIN,Laboissière-Saint-Martin,80456
80457,LAHAYE-SAINT-ROMAIN,Lahaye-Saint-Romain,80630
80471,LEFOREST,Leforest,80521
80483,LINCHEUX-HALLIVILLERS,Lincheux-Hallivillers,80443
80492,LONGVILLERS,Longvillers,80245
80506,MANICOURT,Manicourt,80230
80510,MARCHEVILLE,Marcheville,80222
80532,MERICOURT-SUR-SOMME,Méricourt-sur-Somme,80295
80534,MERVILLE-AU-BOIS,Merville-au-Bois,80010
80539,MESNIL-EUDIN,Mesnil-Eudin,80084
80564,MONTMARQUET,Montmarquet,80456
80567,MONT-SAINT-QUENTIN,Mont-Saint-Quentin,80620
80581,NAMPS-AU-MONT,Namps-au-Mont,80582
80608,OMIECOURT,Omiécourt,80621
80610,ONVILLERS,Onvillers,80623
80612,ORIVAL,Orival,80443
80636,POPINCOURT,Popincourt,80233
80641,PRESSOIR,Pressoir,80002
80653,LE QUESNOY,Le Quesnoy,80617
80660,RAINECOURT,Rainecourt,80342
80689,RUMAISNIL,Rumaisnil,80582
80712,SAINT-PIERRE-A-GOUY,Saint-Pierre-à-Gouy,80229
80715,SAINTE-RADEGONDE,Sainte-Radegonde,80620
80720,SAINT-SULPICE,Saint-Sulpice,80410
80727,SAULCHOY-SUR-DAVENESCOURT,Saulchoy-sur-Davenescourt,80031
80731,SELINCOURT,Selincourt,80443
80739,SOUPLICOURT,Souplicourt,80436
80745,TAISNIL,Taisnil,80582
80768,TRONCHOY,Tronchoy,80443
80772,VACQUERIE,Vacquerie,80086
80816,WAILLY,Wailly,80211
80817,WANEL,Wanel,80406
80818,WARFUSEE-ABANCOURT,Warfusée-Abancourt,80463
80831,YTRES,Ytres,62909
81057,CAMPES,Campes,81262
81091,FERRIERES,Ferrières,81062
81107,GUITALENS,Guitalens,81132
81113,LABASTIDE-DENAT,Labastide-Dénat,81218
81153,LE MARGNES,Le Margnès,81062
81155,MARSAL,Marsal,81026
81194,NARTHOUX,Narthoux,81245
83024,BROVES,Brovès,83124
85007,ARDELAY,Ardelay,85109
85030,BOULOGNE,Boulogne,85084
85032,BOURG-SOUS-LA-ROCHE-SUR-YON,Bourg-sous-la-Roche-sur-Yon,85191
85043,CHAILLE-SOUS-LES-ORMEAUX,Chaillé-sous-les-Ormeaux,85213
85044,CHAIX,Chaix,85009
85052,LA CHAPELLE-ACHARD,La Chapelle-Achard,85152
85057,CHARZAIS,Charzais,85092
85063,LES CHATELLIERS-CHATEAUMUR,Les Châtelliers-Châteaumur,85090
85068,LA CLAYE,La Claye,85036
85069,LES CLOUZEAUX,Les Clouzeaux,85008
85075,CROIX-DE-VIE,Croix-de-Vie,85222
85079,DISSAIS,Dissais,85135
85085,EVRUNES,Evrunes,85151
85091,FONTAINES,Fontaines,85080
85122,LESSON,Lesson,85020
85124,LA LIMOUZINIERE,La Limouzinière,85046
85150,MORMAISON,Mormaison,85197
85165,L'OIE,L'Oie,85084
85170,PAYRE-SUR-VENDEE,Payré-sur-Vendée,85094
85173,PETIT-BOURG-DES-HERBIERS,Petit-Bourg-des-Herbiers,85109
85180,LA POMMERAIE-SUR-SEVRE,La Pommeraie-sur-Sèvre,85090
85183,PUYBELLIARD,Puybelliard,85051
85195,SAINT-ANDRE-D'ORNAY,Saint-André-d'Ornay,85191
85203,SAINTE-CHRISTINE,Sainte-Christine,85020
85212,SAINTE-FLORENCE,Sainte-Florence,85084
85219,SAINT-GERMAIN-L'AIGUILLER,Saint-Germain-l'Aiguiller,85154
85225,SAINT-HILAIRE-DE-MORTAGNE,Saint-Hilaire-de-Mortagne,85151
85228,SAINT-HILAIRE-DE-TALMONT,Saint-Hilaire-de-Talmont,85288
85230,SAINT-HILAIRE-DU-BOIS,Saint-Hilaire-du-Bois,85040
85241,SAINT-MARS-DES-PRES,Saint-Mars-des-Prés,85051
85249,SAINT-MARTIN-SOUS-MOUZEUIL,Saint-Martin-sous-Mouzeuil,85158
85253,SAINT-MEDARD-DES-PRES,Saint-Médard-des-Prés,85092
85257,SAINT-MICHEL-MONT-MERCURE,Saint-Michel-Mont-Mercure,85090
85258,SAINT-NICOLAS-DE-BREM,Saint-Nicolas-de-Brem,85243
85263,SAINT-PHILBERT-DU-PONT-CHARRAULT,Saint-Philbert-du-Pont-Charrault,85051
85270,SAINT-SORNIN,Saint-Sornin,85277
85272,SAINT-SULPICE-LE-VERDON,Saint-Sulpice-le-Verdon,85197
85275,SAINT-VINCENT-PUYMAUFRAIS,Saint-Vincent-Puymaufrais,85034
85279,SALIGNY,Saligny,85019
85283,SIMON-LA-VINEUSE,Simon-la-Vineuse,85223
86030,BLASLAY,Blaslay,86281
86033,LE BOUCHET,Le Bouchet,86079
86057,CHAPELLE-MORTHEMER,Chapelle-Morthemer,86233
86060,CHARRAIS,Charrais,86281
86071,CHENECHE,Cheneché,86281
86101,FRONTENAY-SUR-DIVE,Frontenay-sur-Dive,86225
86146,MARIGNY-BRIZAY,Marigny-Brizay,86115
86155,MESSAIS,Messais,86161
86168,MORTHEMER,Morthemer,86233
86179,NOTRE-DAME-D'OR,Notre-Dame-d'Or,86108
86185,OUZILLY-VIGNOLLES,Ouzilly-Vignolles,86161
86199,POUZIOUX,Pouzioux,86070
86208,LE ROCHEREAU,Le Rochereau,86053
86212,ROSSAY,Rossay,86137
86215,SAINT-CASSIEN,Saint-Cassien,86005
86216,SAINT-CHARTRES,Saint-Chartres,86161
86219,SAINT-CYR,Saint-Cyr,86019
86232,SAINT-MARTIAL,Saint-Martial,86070
86238,SAINT-PIERRE-LES-EGLISES,Saint-Pierre-les-Églises,86070
86240,SAINT-REMY-EN-MONTMORILLON,Saint-Rémy-en-Montmorillon,86120
86243,SAINT-ROMAIN-SUR-VIENNE,Saint-Romain-sur-Vienne,86092
86251,SALLES-EN-TOULON,Salles-en-Toulon,86233
86259,SENILLE,Senillé,86245
86267,TARGE,Targé,86066
86282,VENIERS,Véniers,86137
86283,VERGER-SUR-DIVE,Verger-sur-Dive,86108
87010,BEAUNE-LES-MINES,Beaune-les-Mines,87085
87026,BUSSIERE-BOFFY,Bussière-Boffy,87097
87098,MILHAGUET,Milhaguet,87092
87102,MORTEROLLES-SUR-SEMME,Morterolles-sur-Semme,87014
87171,SAINT-NICOLAS-COURBEFY,Saint-Nicolas-Courbefy,87027
87175,SAINT-PRIEST-LE-BETOUX,Saint-Priest-le-Betoux,87180
88018,AUMONTZEY,Aumontzey,88218
88034,BAN-SUR-MEURTHE,Ban-sur-Meurthe,88106
88067,LE BOULAY,Le Boulay,88322
88072,BRANCOURT,Brancourt,88460
88112,COLROY-LA-GRANDE,Colroy-la-Grande,88361
88191,FRUZE,Fruze,88460
88204,GIRMONT,Girmont,88465
88207,GIROVILLERS-SOUS-MONTFORT,Girovillers-sous-Montfort,88146
88211,GOUECOURT,Gouécourt,88305
88217,GRANGES-DE-PLOMBIERES,Granges-de-Plombières,88351
88234,HARSAULT,Harsault,88029
88235,HAUTMOUGEY,Hautmougey,88029
88282,LE MAGNY,Le Magny,88176
88323,LA NEUVEVILLE-LES-RAON,La Neuveville-lès-Raon,88372
88329,NONCOURT,Noncourt,88321
88337,ONCOURT,Oncourt,88465
88339,OUTRANCOURT,Outrancourt,88114
88384,REMOIS,Rémois,88274
88392,ROCOURT,Rocourt,88475
88396,RONCOURT,Roncourt,88227
88397,ROUCEUX,Rouceux,88321
88405,RUAUX,Ruaux,88351
88414,SAINT-ELOPHE,Saint-Élophe,88460
88420,SAINT-JEAN-DU-MARCHE,Saint-Jean-du-Marché,88322
88422,SAINT-LAURENT,Saint-Laurent,88160
89001,ACCOLAY,Accolay,89130
89026,AVROLLES,Avrolles,89345
89047,BLIGNY-EN-OTHE,Bligny-en-Othe,89055
89052,BOUILLY,Bouilly,89439
89070,CHAMBEUGLE,Chambeugle,89086
89078,CHAMPVALLON,Champvallon,89003
89082,LA CHAPELLE-VIEILLE-FORET,La Chapelle-Vieille-Forêt,89169
89090,CHASTENAY,Chastenay,89283
89097,CHENE-ARNOULT,Chêne-Arnoult,89086
89103,CHEVILLON,Chevillon,89086
89106,CHICHY,Chichy,89200
89107,CHIGY,Chigy,89411
89110,CIVRY-SUR-SEREIN,Civry-sur-Serein,89246
89114,COMMISSEY,Commissey,89407
89121,COURCEAUX,Courceaux,89469
89135,CUSY,Cusy,89005
89138,DICY,Dicy,89086
89140,DILO,Dilo,89014
89157,ESSERT,Essert,89233
89166,FLEURIGNY,Fleurigny,89414
89174,FONTENAILLES,Fontenailles,89405
89178,FONTENOUILLES,Fontenouilles,89086
89185,FYE,Fyé,89068
89192,GRANDCHAMP,Grandchamp,89086
89193,GRANGE-LE-BOCAGE,Grange-le-Bocage,89469
89213,LADUZ,Laduz,89196
89231,LOUESME,Louesme,89073
89241,MALICORNE,Malicorne,89086
89243,MARCHAIS-BETON,Marchais-Beton,89086
89258,MILLY,Milly,89068
89260,MOLESMES,Molesmes,89405
89269,LA MOTHE-AUX-AULNAIES,La Mothe-aux-Aulnaies,89086
89275,NEUILLY,Neuilly,89196
89293,PERREUSE,Perreuse,89420
89294,PERREUX,Perreux,89086
89301,PLESSIS-DU-MEE,Plessis-du-Mée,89469
89305,POINCHY,Poinchy,89068
89317,PRUNOY,Prunoy,89086
89322,REBOURSEAUX,Rebourseaux,89439
89330,SACY,Sacy,89441
89343,SAINT-DENIS-SUR-OUANNE,Saint-Denis-sur-Ouanne,89086
89356,SAINT-MARTIN-SUR-OCRE,Saint-Martin-sur-Ocre,89334
89357,SAINT-MARTIN-SUR-OREUSE,Saint-Martin-sur-Oreuse,89414
89358,SAINT-MARTIN-SUR-OUANNE,Saint-Martin-sur-Ouanne,89086
89366,SAINT-ROMAIN-LE-PREUX,Saint-Romain-le-Preux,89388
89372,SAINT-VINNEMER,Saint-Vinnemer,89407
89389,SEPTFONDS,Septfonds,89344
89396,SOGNES,Sognes,89469
89401,SOUGERES-SUR-SINOTTE,Sougères-sur-Sinotte,89263
89429,VAREILLES,Vareilles,89411
89435,VAUX,Vaux,89024
89444,VERTILLY,Vertilly,89469
89454,VILLEFRANCHE,Villefranche,89086
89455,VILLEGARDIN,Villegardin,89264
89457,VILLEMER,Villemer,89196
89473,VILLIERS-SUR-THOLON,Villiers-sur-Tholon,89003
89476,LA VILLOTTE,La Villotte,89472
89484,VOLGRE,Volgré,89003
90038,ESCHENE-AUTRAGE,Eschêne-Autrage,90082
90040,ETUEFFONT-BAS,Étueffont-Bas,90041
90092,SALBERT,Salbert,90042
90106,VOURVENANS,Vourvenans,90097
91143,CHATEAUFORT,Châteaufort,78143
91173,CONGERVILLE,Congerville,91613
91221,ESSONNES,Essonnes,91174
91620,TOUSSUS-LE-NOBLE,Toussus-le-Noble,78620
95025,ARTHIEUL,Arthieul,95355
95065,BLAMECOURT,Blamécourt,95355
95259,GADANCOURT,Gadancourt,95040
97351,APPROUAGUE (CHEF-LIEU REGINA),Approuague (chef-lieu Régina),97301
97354,SAMSON (CHEF-LIEU DEGRAD-SAMSON),Samson (chef-lieu Dégrad-Samson),97352
97355,MOYENNE-MANA (CHEF-LIEU MANA),Moyenne-Mana (chef-lieu Mana),97306
97359,LA COMTE (CHEF-LIEU DEGRAD-EDMOND),La Comté (chef-lieu Dégrad-Edmond),97310
